ndcg@5,precision@5,recall@5,ndcg@10,precision@10,recall@10,ndcg@20,precision@20,recall@20,ap,rr,query,query_type
0.6992148198508501,0.6,0.1,0.6569815082938865,0.6,0.2,0.5348331046707001,0.4,0.26666666666666666,0.5832203420294715,1.0,two factor authentication,feature
0.0,0.0,0.0,0.07336392209936006,0.1,0.06666666666666667,0.056869739426201577,0.05,0.06666666666666667,0.14285714285714285,0.14285714285714285,update API docs,task
0.7860137352654724,0.8,0.08888888888888889,0.7948833326720566,0.8,0.17777777777777778,0.761602069821507,0.75,0.3333333333333333,0.8044559582717478,1.0,rate limiting not enforced,specific
0.16958010263680806,0.2,0.03333333333333333,0.38775038571783355,0.5,0.16666666666666666,0.35879779739444256,0.4,0.26666666666666666,0.4073816441642211,0.3333333333333333,redis cache miss rate high,technical
0.6548086577531307,0.6,0.2,0.5695785062497355,0.5,0.3333333333333333,0.6063033561385112,0.45,0.6,0.4833226671824363,1.0,login fails with special characters in password,specific
0.13120507751234178,0.2,0.03333333333333333,0.15457433957839828,0.2,0.06666666666666667,0.0997572316736576,0.1,0.06666666666666667,0.225,0.2,add export to CSV,feature
0.5296347172140421,0.6,0.06666666666666667,0.4099509148465345,0.4,0.08888888888888889,0.3352918642269383,0.3,0.13333333333333333,0.3895298513846901,0.5,timeout,vague
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.6849884155157578,0.55,0.36666666666666664,1.0,1.0,email notifications,feature
0.16958010263680806,0.2,0.03333333333333333,0.1100458831490401,0.1,0.03333333333333333,0.07102001981682865,0.05,0.03333333333333333,0.13540722843048425,0.3333333333333333,search with autocomplete,feature
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dashboard with metrics,feature
0.38356636737133565,0.4,0.06666666666666667,0.24890832702259466,0.2,0.06666666666666667,0.1606373070201721,0.1,0.06666666666666667,0.31400895400895396,0.5,scheduled reports,feature
0.38356636737133565,0.4,0.13333333333333333,0.32730659600127,0.3,0.2,0.42079459499748045,0.35,0.4666666666666667,0.41142178470768853,0.5,filter by date range,feature
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dark mode,feature
0.14606834984270645,0.2,0.03333333333333333,0.16104258782393985,0.2,0.06666666666666667,0.14028791588160228,0.15,0.1,0.188148241409111,0.25,connection refused error,technical
0.7860137352654724,0.8,0.13333333333333333,0.5736899196572437,0.5,0.16666666666666666,0.5088476666154962,0.45,0.3,0.5530442661913251,1.0,undo functionality,feature
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,performance slow,vague
0.6843515475204855,0.6,0.2,0.44409732781325584,0.3,0.2,0.56632461741132,0.4,0.5333333333333333,0.5015223256735105,1.0,api errors,vague
0.0,0.0,0.0,0.06625422345438904,0.1,0.06666666666666667,0.09502729076358195,0.1,0.13333333333333333,0.12813434552564987,0.1111111111111111,constraint violation in database,technical
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SQL injection vulnerability,technical
